@relation algoritmo_bic_imagem_fish_ball_car_training

@attribute 0 real
@attribute 1 real
@attribute 2 real
@attribute 3 real
@attribute 4 real
@attribute 5 real
@attribute 6 real
@attribute 7 real
@attribute 8 real
@attribute 9 real
@attribute 10 real
@attribute 11 real
@attribute 12 real
@attribute 13 real
@attribute 14 real
@attribute 15 real
@attribute 16 real
@attribute 17 real
@attribute 18 real
@attribute 19 real
@attribute 20 real
@attribute 21 real
@attribute 22 real
@attribute 23 real
@attribute 24 real
@attribute 25 real
@attribute 26 real
@attribute 27 real
@attribute 28 real
@attribute 29 real
@attribute 30 real
@attribute 31 real
@attribute 32 real
@attribute 33 real
@attribute 34 real
@attribute 35 real
@attribute 36 real
@attribute 37 real
@attribute 38 real
@attribute 39 real
@attribute 40 real
@attribute 41 real
@attribute 42 real
@attribute 43 real
@attribute 44 real
@attribute 45 real
@attribute 46 real
@attribute 47 real
@attribute 48 real
@attribute 49 real
@attribute 50 real
@attribute 51 real
@attribute 52 real
@attribute 53 real
@attribute 54 real
@attribute 55 real
@attribute 56 real
@attribute 57 real
@attribute 58 real
@attribute 59 real
@attribute 60 real
@attribute 61 real
@attribute 62 real
@attribute 63 real
@attribute 64 real
@attribute 65 real
@attribute 66 real
@attribute 67 real
@attribute 68 real
@attribute 69 real
@attribute 70 real
@attribute 71 real
@attribute 72 real
@attribute 73 real
@attribute 74 real
@attribute 75 real
@attribute 76 real
@attribute 77 real
@attribute 78 real
@attribute 79 real
@attribute 80 real
@attribute 81 real
@attribute 82 real
@attribute 83 real
@attribute 84 real
@attribute 85 real
@attribute 86 real
@attribute 87 real
@attribute 88 real
@attribute 89 real
@attribute 90 real
@attribute 91 real
@attribute 92 real
@attribute 93 real
@attribute 94 real
@attribute 95 real
@attribute 96 real
@attribute 97 real
@attribute 98 real
@attribute 99 real
@attribute 100 real
@attribute 101 real
@attribute 102 real
@attribute 103 real
@attribute 104 real
@attribute 105 real
@attribute 106 real
@attribute 107 real
@attribute 108 real
@attribute 109 real
@attribute 110 real
@attribute 111 real
@attribute 112 real
@attribute 113 real
@attribute 114 real
@attribute 115 real
@attribute 116 real
@attribute 117 real
@attribute 118 real
@attribute 119 real
@attribute 120 real
@attribute 121 real
@attribute 122 real
@attribute 123 real
@attribute 124 real
@attribute 125 real
@attribute 126 real
@attribute 127 real
@attribute class {fish,ball,car}

@data
264,358,2502,744,0,0,2008,9288,0,0,0,0,0,0,0,0,589,166,47,2,454,212,535,22229,0,0,7,8633,0,0,0,0,4,0,0,0,2144,407,160,29,49,98,228,2638,0,0,24,104,0,0,0,0,1294,1,0,0,303,135,122,30,0,0,50,1367,0,0,26,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3853,0,0,0,2493,0,0,0,0,0,0,0,0,1914,0,0,0,1,1,1,303,0,0,0,0,0,0,0,0,1516,0,0,0,298,108,0,0,0,0,0,46693,ball
0,105,646,52,2,53,2418,20179,0,2,1,73,0,0,0,0,0,0,1,1,278,165,219,15393,147,131,97,16090,0,0,0,0,0,0,0,0,38,3,0,0,2215,386,793,1157,462,397,313,754,0,0,0,0,0,0,0,0,394,4,334,194,968,259,432,3034,0,0,0,0,0,0,0,4872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,871,0,1289,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,109,0,1,61025,ball
1610,1147,854,1469,24,49,0,2,0,0,0,0,0,0,0,0,274,179,271,1549,106,1458,256,1367,0,0,3,2,0,0,0,0,0,0,0,0,0,43,34,66,0,3,1022,416,0,0,0,12,0,0,0,0,0,0,0,0,0,0,8,73,0,0,1,1608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13906,ball
0,0,0,1077,0,0,0,11651,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,14809,0,0,0,14584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8318,0,0,0,7399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63151,ball
4062,2093,275,1,7282,4449,875,110,6706,11650,5554,3215,147,7087,7862,5638,842,1561,2752,517,2194,1191,2324,802,631,2062,2853,1270,34,1924,8996,4316,31,112,1689,2117,1777,764,2602,7802,2517,1799,682,2495,28,239,1913,2027,0,0,1,269,71,107,168,6100,2138,4281,1249,4891,17,2701,2451,2862,121,220,42,0,669,143,10,0,539,646,243,399,11,1434,5213,3148,0,7,233,52,7,7,59,87,6,87,131,23,0,467,14215,10633,8,0,3,222,18,5,36,1915,7,0,0,102,0,1,0,1,0,0,0,29,1,1,0,2464,5,568,94,13709,0,61,10080,88993,ball
38759,1745,0,0,994,4154,986,0,0,1466,5029,3392,0,0,331,7549,38141,396,0,0,16176,12673,103,0,0,728,2860,1272,0,0,1304,5862,0,0,0,0,0,30,0,0,0,5,73,216,0,0,0,439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40625,1927,0,0,0,229,0,0,0,0,0,0,0,0,0,0,86917,3,0,0,11853,3129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ball
0,52,1776,1438,0,6,1033,4444,0,0,0,257,0,0,0,0,0,0,1,0,0,1,1135,3105,0,0,66,1638,0,0,0,0,0,0,0,0,0,0,1,0,0,0,36,574,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17117,ball
6474,32,0,0,6,75,0,0,0,0,0,0,0,0,0,0,2559,667,0,0,11,6308,21,0,0,2,73,0,0,0,0,0,0,0,0,0,0,139,24,0,0,12,5585,70,0,0,165,917,0,0,0,0,0,0,0,0,0,0,235,20,0,0,63,9103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32561,ball
13291,641,28,0,18,178,108,257,0,0,0,0,0,0,0,0,13604,540,0,0,5898,13246,110,480,0,2,5,0,0,0,0,0,0,0,0,0,0,110,1,0,0,55,1779,3,0,0,1,6,0,0,0,0,0,0,0,0,0,0,95,4,0,0,53,3458,10693,13,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43237,ball
36,68,0,0,0,1659,4404,0,0,0,4317,4178,0,0,0,1514,0,0,0,0,0,2322,1649,0,0,5,2959,156,0,0,0,164,0,0,0,0,0,11,36,0,0,1,9524,1717,0,0,49,1051,0,0,0,0,0,0,0,0,0,0,125,275,0,0,32,9571,0,0,0,0,0,17,1434,0,0,0,481,1515,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41912,ball
1480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8451,ball
2,122,1070,1196,27,25,208,450,73,1109,397,1600,0,980,555,1974,3,29,21,37,690,149,259,547,156,255,85,242,0,127,979,857,0,0,0,0,1549,24,6,3,2262,483,51,350,1,62,394,1082,0,0,0,0,0,0,0,0,1206,383,45,6,49,164,504,3873,0,0,0,0,0,0,0,0,0,221,0,0,0,530,0,0,0,0,0,0,33,0,0,0,0,2,0,0,0,7,116,0,0,0,0,0,188,0,0,0,366,5,0,0,0,0,20,0,0,0,0,0,0,0,0,0,668,15,0,0,0,0,0,24550,ball
1892,1580,0,0,19,2677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2623,722,0,0,10,1348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1838,173,0,0,89,641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1482,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13315,ball
3146,149,229,753,23,46,197,195,0,2,102,49,0,0,62,0,1529,75,112,693,150,1866,664,1003,0,55,767,933,0,0,679,832,0,0,0,0,0,433,100,104,0,103,3769,902,0,0,596,1122,0,0,0,0,0,0,0,0,0,0,783,103,0,0,617,3800,627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,0,0,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,161,0,0,0,35,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25671,ball
60,527,2932,8110,3,86,1363,4475,0,0,83,9571,0,0,0,5079,1207,1108,3110,9005,3975,4588,7896,8300,0,13,2780,10485,0,0,0,2842,18,6,1,0,10087,3514,1460,432,853,2889,5847,7011,0,0,10,7041,0,0,0,0,4642,16,0,0,5144,4552,2797,428,12,1246,6171,11933,0,0,140,1821,0,0,547,16,0,0,0,1179,0,0,0,4685,30,2,138,5083,56,172,1439,5002,0,0,11,1762,0,0,0,2152,0,0,0,0,3596,282,50,43,1,101,762,3306,0,0,0,2863,0,0,0,0,492,0,0,0,2456,2501,410,0,0,16,772,121822,ball
19935,3738,0,0,27290,42287,419,0,0,11514,1499,907,0,0,15,1439,1283,177,0,0,2914,30967,15117,0,37,6798,17206,653,0,0,357,2902,71,0,0,0,2975,347,141,0,1716,1855,32493,3584,0,3,3733,7959,0,0,0,0,168,2,0,0,1416,2146,1485,336,16,1035,4341,17592,13735,784,0,0,32,1865,0,0,0,0,7,623,0,0,0,1243,27,0,0,0,73,70567,10582,0,0,2,3610,5,0,0,0,1013,28,0,0,0,1231,1,2,0,138,68,44271,1181,0,0,57,1990,0,0,0,0,9,0,0,0,366,358,120,7,1,63,1264,115545,ball
335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,570,0,0,0,199,12,0,0,0,0,0,0,0,0,0,0,44,0,0,0,3368,2289,0,0,156,1685,144,0,0,0,0,0,0,0,0,0,2168,53,0,0,1656,2013,778,0,0,0,404,2524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18398,ball
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,493,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2868,11324,0,0,1,3578,112,0,0,0,0,0,0,0,0,0,4,3723,0,0,2,12028,5471,0,0,0,2981,3909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1861,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,11922,74,0,0,0,0,32573,ball
2527,37,0,0,14,251,0,0,0,0,0,0,0,0,0,0,193,3,0,0,73,2860,1,0,0,2,22,0,0,0,0,0,0,0,0,0,0,32,0,0,0,10,882,1,0,0,4,37,0,0,0,0,0,0,0,0,0,0,12,0,0,0,5,962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7928,ball
6182,479,0,0,274,4550,0,0,0,0,0,0,0,0,0,0,0,3,0,0,274,16003,303,0,0,605,4130,0,0,0,0,0,0,0,0,0,149,31,0,0,128,35,10929,23,0,0,109,669,0,0,0,0,0,0,0,0,38,26,47,1,0,7,65,3547,14,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3627,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13320,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31581,ball
0,0,4491,8667,0,0,0,119,0,0,0,0,0,0,0,0,0,0,34,4942,0,0,16,4228,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,349,0,0,0,1485,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,2109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26596,ball
6038,15,0,0,2400,1415,0,0,0,0,0,0,0,0,0,0,261,0,0,0,1349,13781,158,0,0,441,1931,0,0,0,0,0,0,0,0,0,0,177,1,0,0,295,11403,111,0,0,71,446,0,0,0,0,0,0,0,0,0,0,1319,38,0,0,1186,6526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49359,ball
6351,16,9,8,143,22,7,7,0,0,0,7,0,0,0,0,22,5,6,5,122,5755,53,27,0,51,8,92,0,0,0,0,0,0,0,0,0,27,4,17,0,161,5836,103,0,0,147,39,0,0,0,0,0,0,0,0,0,0,8,7,0,0,33,6784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25882,car
10781,4769,2720,140,1678,16189,3949,95,0,884,7161,2033,0,0,1,828,883,739,1790,510,792,6297,2630,1284,0,69,3575,2174,0,0,6,824,0,0,0,0,9,1603,672,897,0,1591,9245,3029,0,0,96,944,0,0,0,0,0,0,0,0,0,94,5259,1960,0,0,2248,5549,33952,988,4354,3,75,23417,393,1,0,5,3272,1042,0,0,0,229,36,30,2213,439,125,2706,388,157,0,0,1280,696,0,0,0,276,0,0,0,0,0,517,17,347,0,442,13524,676,0,0,5,311,0,0,0,0,0,0,0,0,0,6,5711,579,0,0,777,7008,car
9371,6979,5707,4585,22,3527,1483,328,0,0,753,4,0,0,0,0,600,116,1726,1899,1480,8002,7140,4760,0,187,30107,5304,0,0,0,5,0,0,0,0,0,809,2128,560,0,1415,51343,41104,0,0,250,15200,0,0,0,0,0,0,0,0,0,7,982,205,0,0,445,6270,6059,432,5076,5006,0,39,576,38,0,0,233,0,0,0,0,0,881,0,1411,2529,4468,1728,2427,8473,0,104,11513,6172,0,0,0,0,0,0,0,0,0,868,1505,543,0,2595,8043,9140,0,0,428,13403,0,0,0,0,0,0,0,0,0,0,498,0,0,0,82,120533,car
10718,69,0,0,1331,981,0,0,0,0,0,0,0,0,0,0,43,6,0,0,15,14393,41,0,0,440,259,0,0,0,0,0,0,0,0,0,0,4,4,0,0,7,8023,13,0,0,138,115,0,0,0,0,0,0,0,0,0,0,9,4,0,0,1,4989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41603,car
10375,43,180,115,44,91,32,9,0,0,0,0,0,0,0,0,5693,88,2,7,532,8885,105,112,0,99,60,14,0,0,0,0,139,2,0,0,110,3102,101,2,0,1366,10003,154,0,0,25,22,0,0,0,0,0,1,0,0,0,1,2568,58,0,0,164,4806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49110,car
6972,121,17,3,19,197,56,36,0,0,0,5,0,0,0,0,26,14,0,0,9,8127,32,3,0,76,501,6,0,0,0,0,0,0,0,0,0,7,4,0,0,0,9780,17,0,0,590,2320,0,0,0,0,0,0,0,0,0,0,6,1,0,0,5,8660,7135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28427,car
7446,68,2,7,18,69,13,40,0,0,0,2,0,0,0,0,5323,11,0,0,5022,8553,158,18,0,45,127,27,0,0,0,0,0,0,0,0,1840,2254,34,1,0,3070,7562,110,0,0,17,83,0,0,0,0,0,0,0,0,1,2789,2823,5,0,0,4210,6858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,88,0,0,0,569,53715,car
7621,7029,8100,32,196,37,1362,27,0,0,0,0,0,0,0,0,57,12,2,0,495,7811,5869,3047,0,49,34,177,0,0,0,0,0,0,0,0,9,25,10,1,0,166,6033,2173,0,0,180,27,0,0,0,0,0,0,0,0,0,8,13,10,0,0,240,4630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55482,car
8924,11,0,8,4,5,0,0,0,0,0,0,0,0,0,0,53,8,1,3,57,9744,85,20,0,3,31,50,0,0,0,0,0,0,0,0,0,6,1,11,0,43,5880,53,0,0,67,2,0,0,0,0,0,0,0,0,0,0,1,5,0,0,411,3863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29350,car
16684,17610,0,0,452,14895,1072,0,0,0,11,2,0,0,0,0,614,32,0,0,1308,15653,6182,0,0,349,5456,165,0,0,0,0,0,0,0,0,0,1005,0,0,0,2473,14336,3719,0,0,442,2326,0,0,0,0,0,0,0,0,0,5,4785,6,0,0,6314,10059,68310,15957,0,0,0,33676,469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313,808,0,0,0,89,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,694,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5626,car
6552,174,4,0,17,57,1,0,0,0,0,0,0,0,0,0,2189,26,2,0,1372,6490,65,3,0,14,34,0,0,0,0,0,2,0,0,0,493,999,17,5,10,934,6006,41,0,0,6,42,0,0,0,0,26,2,0,0,109,529,835,6,0,304,1542,4963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33871,car
12706,46,10,0,1,0,0,0,0,0,0,0,0,0,0,0,4789,73,13,0,1834,12500,21,0,0,0,0,0,0,0,0,0,11,0,0,0,32,2950,28,0,0,1942,12595,9,0,0,0,0,0,0,0,0,0,28,0,0,0,3,6856,6,0,0,4712,11331,692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,3,1804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,9,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69688,car
4899,5,0,3,1,6,13,0,0,0,0,0,0,0,0,0,1,1,7,14,0,6205,65,16,0,2,19,8,0,0,0,0,0,0,0,0,0,3,5,3,0,4,6500,70,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,11,0,0,7,5707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23604,car
10905,1686,0,0,38,3261,2955,0,0,1,4701,5279,0,0,0,2745,1851,146,0,0,684,5282,378,0,0,18,1898,1985,0,0,2,2666,0,0,0,0,0,410,17,0,0,108,1995,205,0,0,3,911,0,0,0,0,0,0,0,0,0,0,241,17,0,0,65,3162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53615,car
9881,81,5,0,32,64,1,0,0,0,0,0,0,0,0,0,6816,89,0,0,3984,9409,46,5,0,97,32,0,0,0,0,0,48,0,0,0,2404,4860,25,2,0,2743,6873,44,0,0,14,21,0,0,0,0,0,1,0,0,0,975,2477,20,0,0,1023,6649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58721,car
9062,181,92,32,1,12,19,6,0,0,0,0,0,0,0,0,886,72,6,0,456,9256,117,44,0,5,5,7,0,0,0,0,0,0,0,0,0,868,164,0,0,522,16341,66,0,0,4,21,0,0,0,0,0,0,0,0,0,0,2360,577,0,0,121,14861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,car
6235,50,1,0,5,25,24,1,0,0,0,0,0,0,0,0,37,17,0,0,7,8009,6,0,0,1,4,10,0,0,0,0,0,0,0,0,0,26,7,0,0,2,4828,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,62,3,0,0,0,5261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24630,car
4598,908,0,0,28,38,0,0,0,0,0,0,0,0,0,0,46,3250,1686,0,24,4325,361,0,0,27,28,0,0,0,0,0,0,0,2052,2494,0,41,1253,2010,0,33,3592,177,0,0,13,17,0,0,0,1003,0,0,0,5388,0,0,16,2578,0,0,15,2734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38696,car
8387,64,0,0,7,94,0,0,0,0,0,0,0,0,0,0,23,22,0,0,5,8890,58,0,0,2,198,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,9552,693,0,0,4,1086,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,7293,1658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33197,car
5998,1994,374,1,8,642,1108,849,0,0,32,931,0,0,0,258,789,145,1,0,265,9736,536,5,0,37,234,114,0,0,0,132,34,0,0,0,502,1154,70,1,52,635,9197,269,0,0,7,263,0,0,0,0,44,0,0,0,162,71,2255,125,0,2,1163,8084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48279,car
10348,11171,2094,70,309,13570,2609,17,0,0,21,0,0,0,0,0,4507,374,1661,442,6137,21789,19073,1345,0,25,16882,2514,0,0,0,26,0,0,0,0,3,864,213,1078,1,785,8795,9286,0,0,5,4042,0,0,0,0,0,0,0,1,0,0,443,748,0,0,363,4176,41245,8952,2031,0,6,8647,1874,2,0,0,0,0,0,0,0,0,529,4,3038,214,715,18195,6741,1299,0,0,4926,301,0,0,0,0,0,0,0,0,0,888,5,2618,0,482,7064,3666,0,0,0,985,0,0,0,0,0,0,0,0,0,0,61,177,0,0,61,31061,car
4242,2010,1959,2111,650,2038,141,46,0,0,0,3,0,0,0,0,472,167,161,1253,663,8727,3646,1448,0,1302,5825,530,0,0,0,716,0,0,0,0,61,679,87,486,0,1267,10349,2602,0,0,235,1904,0,0,0,0,0,0,0,0,0,48,1380,436,0,0,742,3766,10157,354,3576,3221,77,678,2,16,0,0,0,0,0,0,0,0,2,0,2,567,321,7159,1245,265,0,83,1610,19,0,0,0,0,0,0,0,0,4,36,0,140,0,1550,11227,475,0,0,25,433,0,0,0,0,0,0,0,0,0,1,726,61,0,0,279,17841,car
6688,3567,2515,1756,180,110,0,9,0,0,0,0,0,0,0,0,6155,253,571,1722,5987,9296,1324,2393,0,36,44,0,0,0,0,0,0,0,0,0,568,2149,254,971,188,2586,6275,2133,0,0,10,241,0,0,0,0,0,0,0,0,282,904,1771,542,0,10,2644,5364,374,2,0,43,0,0,0,0,0,0,0,0,0,0,0,0,4657,0,4,9,3521,7194,33,81,0,0,0,0,0,0,0,0,0,0,0,0,48,2786,0,3,3,123,1592,7,0,0,0,0,0,0,0,0,0,0,0,0,556,2133,2210,0,0,0,13191,30928,car
7476,2025,337,5,197,1230,2455,2596,0,8,80,3739,0,0,3,101,2615,105,0,0,1659,4723,420,34,0,63,737,1125,0,0,27,621,361,3,0,0,49,514,15,0,0,237,3271,195,0,0,82,724,48,1,0,0,5,33,1,0,0,12,210,13,0,0,231,4451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42837,car
